symbol,model,date,exit_date,entry,stop,exit,qty,value,cost,exit_reason,hold_days,r_multiple,pnl,pct
ANGELONE,reversal,2025-06-02,2025-06-30,310.84945821319525,232.8002493898504,286.7447509765625,105,32639.193112385503,81.59798278096376,time,20,-0.30883986654100365,-2612.5922426274024,-0.08004463326135379
POONAWALLA,momentum,2025-06-23,2025-07-04,437.5,418.9281839988729,474.6436320022542,395,172812.5,432.03125,target,9,2.0,14239.703390890412,0.08239973029086677
HBLENGINE,reversal,2025-06-09,2025-07-07,602.2474882655737,528.984716271478,633.536376953125,114,68656.2136622754,171.64053415568853,time,20,0.42707759802035483,3395.292776225162,0.049453539528509956
DELHIVERY,reversal,2025-06-09,2025-07-07,373.0,335.1614967771926,396.1000061035156,221,82433.0,206.0825,time,20,0.6104894257443025,4899.018848876953,0.05943031126947888
FACT,reversal,2025-06-16,2025-07-14,1042.6387001655119,849.0032202780891,903.8934326171875,43,44833.46410711701,112.08366026779254,time,20,-0.7165281260902656,-6078.13016484574,-0.13557128109315286
AUBANK,reversal,2025-06-16,2025-07-14,779.7302693109347,678.8382070792522,804.1690673828125,84,65497.342622118515,163.7433565552963,time,20,0.24222716367674263,1889.1156814824424,0.028842630950411813
BEL,momentum,2025-06-16,2025-07-14,402.59795623517454,386.6743735591342,404.08612060546875,422,169896.33753124365,424.7408438281091,time,20,0.09345662974032877,203.26452043604928,0.0011964031914382454
AFFLE,momentum,2025-07-07,2025-07-18,1987.0,1893.412456558407,1893.412456558407,89,176843.0,442.1075,stop,9,-1.0,-8771.398866301775,-0.04959992120865273
CEMPRO,momentum,2025-07-14,2025-07-18,864.5251211064154,803.565053905181,803.565053905181,144,124491.61743932382,311.22904359830954,stop,4,-1.0,-9089.47872057607,-0.07301277714546689
JMFINANCIL,reversal,2025-06-23,2025-07-21,137.320374633307,119.40410257279538,165.2915802001953,482,66188.42057325398,165.47105143313496,time,20,1.5612179516149598,13316.650031807027,0.20119304731057655
HOMEFIRST,reversal,2025-06-23,2025-07-21,1302.911006486926,1181.4353162848397,1368.0068359375,71,92506.68146057175,231.2667036514294,time,20,0.535875361912173,4390.537187339324,0.04746183862633383
360ONE,reversal,2025-06-23,2025-07-21,1152.8600830032394,962.2158738203632,1208.0078125,45,51878.70373514578,129.69675933786445,time,20,0.2892704149427371,2351.9510680163617,0.04533557893087848
BLUEJET,momentum,2025-07-21,2025-07-22,1011.1040428624872,944.4566253715092,944.4566253715092,132,133465.7336578483,333.66433414462074,stop,1,-1.0,-9131.123442953718,-0.06841548907498755
AIIL,momentum,2025-07-21,2025-07-25,577.97998046875,542.0192214720217,542.0192214720217,245,141605.09521484375,354.0127380371094,stop,4,-1.0,-9164.398692235533,-0.06471800098952142
GABRIEL,momentum,2025-06-30,2025-07-28,837.4793090820312,660.378704239435,978.14404296875,48,40199.0068359375,100.49751708984375,time,20,0.7942645594674225,6651.409709472657,0.16546204080659935
GALLANTT,momentum,2025-07-14,2025-07-28,578.8800019436397,536.2844896661161,664.071026498687,206,119249.28040038979,298.12320100097446,target,10,2.0,17251.22785733877,0.1446652575128024
PARADEEP,momentum,2025-07-21,2025-07-29,187.2857592848843,171.82184414444282,218.21358956576728,570,106752.88279238406,266.8822069809602,target,6,2.0,17361.981053122334,0.16263711666586458
DALBHARAT,momentum,2025-07-21,2025-07-29,2263.104896397016,2178.7751410448536,2178.7751410448536,77,174259.07702257024,435.6476925564256,stop,6,-1.0,-6929.0388546729355,-0.03976285753984269
GVT&D,momentum,2025-07-07,2025-07-31,2342.2007129691183,2206.558087733512,2715.093017578125,65,152243.0463429927,380.60761585748173,target,18,2.749079088975948,23857.392183727952,0.1567059564085374
CCL,momentum,2025-08-04,2025-08-06,926.2303474259952,867.6171833654972,845.3983727496603,157,145418.16454588124,363.5454113647031,stop,2,-1.3790754341960383,-13054.16543554928,-0.08976984048942886
ERIS,momentum,2025-08-04,2025-08-06,1802.3283044000607,1705.324072926169,1705.324072926169,95,171221.18891800576,428.0529722950144,stop,2,-1.0,-9643.454962314721,-0.05632162130898863
FORTIS,momentum,2025-07-28,2025-08-11,845.7528429266339,815.2064815677481,906.8455656444054,210,177608.0970145931,444.0202425364828,target,10,2.0,12385.451528195532,0.06973472345226403
FORCEMOT,momentum,2025-08-11,2025-08-21,18586.967525412616,17139.08642483017,21482.72972657751,6,111521.80515247569,278.8045128811892,target,7,2.0,17095.768694108167,0.15329530104659228
ANURAS,momentum,2025-07-28,2025-08-26,1130.0999755859375,1091.874943575593,1124.300048828125,157,177425.6961669922,443.5642404174805,time,20,-0.15173111578410006,-1354.152741394043,-0.007632224478462923
INDIANB,momentum,2025-08-11,2025-08-29,662.4382957793063,635.6978530366213,635.6978530366213,275,182170.5313393092,455.42632834827305,stop,12,-1.0,-7809.048082586646,-0.042866692132777405
GVT&D,momentum,2025-08-04,2025-09-03,2801.9183306517352,2608.7140477104126,2810.443603515625,47,131690.16154063155,329.2254038515789,time,20,0.04412569294066296,71.46242075124019,0.0005426557300500482
AADHARHFC,momentum,2025-08-11,2025-09-10,508.8999938964844,485.32583512525747,517.7999877929688,358,182186.1978149414,455.46549453735355,time,20,0.3775317703954354,2730.7323204040526,0.014988689336268153
JMFINANCIL,momentum,2025-08-11,2025-09-10,162.30722162295297,145.88038914154805,171.31886291503906,555,90080.50800073889,225.20127000184723,time,20,0.5485927553158666,4776.259647105936,0.053022121578918696
INDIACEM,momentum,2025-09-03,2025-09-10,410.95001220703125,385.2744452335645,385.2744452335645,358,147120.1043701172,367.800260925293,stop,5,-1.0,-9559.653237426386,-0.06497856481515743
AIIL,momentum,2025-08-26,2025-09-24,625.7999877929688,585.4335034040074,611.9000244140625,229,143308.19720458984,358.2704930114746,time,20,-0.34434416544600915,-3541.362106781006,-0.024711511105853085
BOSCHLTD,momentum,2025-08-26,2025-09-24,39440.45713830465,37957.58915574372,38506.60546875,4,157761.8285532186,394.4045713830465,time,20,-0.629760491518522,-4129.811249601645,-0.026177506228691527
KAYNES,momentum,2025-09-24,2025-09-29,7455.0,7141.555132788227,7141.555132788227,24,178920.0,447.3,stop,3,-1.0,-7969.976813082559,-0.044544918472404195
GABRIEL,momentum,2025-09-10,2025-09-30,1258.1199675814235,1177.1061112030343,1177.1061112030343,113,142167.55633670086,355.41889084175216,stop,14,-1.0,-9509.984661599728,-0.06689279120108718
SYRMA,momentum,2025-09-03,2025-10-01,802.5918716343365,742.763186517513,803.2783203125,153,122796.55636005348,306.9913909001337,time,20,0.011473571194538741,-201.9647431411159,-0.0016447101541588209
ESCORTS,reversal,2025-09-03,2025-10-01,3825.203901868815,3254.273357693297,3578.946533203125,16,61203.26242990104,153.0081560747526,time,20,-0.43132631662107135,-4093.126054725795,-0.06687757959657532
TVSMOTOR,momentum,2025-09-10,2025-10-03,3483.1254115392494,3368.8255759077238,3368.8255759077238,52,181122.52140004098,452.80630350010244,stop,16,-1.0,-6396.397756339436,-0.035315308703172614
CARTRADE,momentum,2025-09-10,2025-10-09,2450.0,2243.170261685128,2475.0,44,107800.0,269.5,time,20,0.12087236682541598,830.5,0.007704081632653061
